Id,Account__c,Start_Date__c,End_Date__c,Product_Family__c,ARR__c,Prior_ARR__c,Status__c,Renewal_Outcome__c,Churn_Reason__c,Renewal_Opportunity__c
a00000000003543,001000000002563,2024-04-01,2025-05-10,Automation,15714,15714,Active,Renewed,,
a00000000003544,001000000001041,2024-04-01,2025-06-21,Platform,6102,9263,Active,Downgraded,,
a00000000003545,001000000000969,2024-04-01,2025-04-07,Automation,13801,13801,Active,Renewed,,
a00000000003546,001000000004519,2024-04-01,2025-06-14,Automation,9743,9743,Active,Renewed,,
a00000000003547,001000000002604,2024-04-01,2025-04-23,Core,12636,15583,Active,Downgraded,,
a00000000003548,001000000004722,2024-04-01,2025-06-16,Core,10962,10962,Active,Renewed,,
a00000000003549,001000000001343,2024-04-01,2025-04-21,Core,11547,11547,Active,Renewed,,
a00000000003550,001000000002151,2024-04-01,2025-06-23,Automation,14674,14674,Active,Renewed,,
a00000000003551,001000000002808,2024-04-01,2025-05-10,Platform,15893,15893,Active,Renewed,,
a00000000003552,001000000004228,2024-04-01,2025-05-08,Core,16993,16993,Active,Renewed,,
a00000000003553,001000000000294,2024-04-01,2025-04-28,Automation,14892,14892,Active,Renewed,,
a00000000003554,001000000004104,2024-04-01,2025-04-12,Automation,15792,15792,Active,Renewed,,
a00000000003555,001000000004927,2024-04-01,2025-05-19,Automation,19378,15277,Active,Renewed,,
a00000000003556,001000000001719,2024-04-01,2025-05-10,Automation,9240,9240,Active,Renewed,,
a00000000003557,001000000003387,2024-04-01,2025-05-28,Analytics,17008,17008,Active,Renewed,,
a00000000003558,001000000003839,2024-04-01,2025-06-14,Analytics,10561,10561,Active,Renewed,,
a00000000003559,001000000004240,2024-04-01,2025-04-19,Platform,9588,9588,Active,Renewed,,
a00000000003560,001000000000568,2024-04-01,2025-06-08,Automation,8659,8659,Active,Renewed,,
a00000000003561,001000000000785,2024-04-01,2025-06-14,Automation,10134,12685,Active,Downgraded,,
a00000000003562,001000000004962,2024-04-01,2025-05-14,Analytics,12413,12413,Active,Renewed,,
a00000000003563,001000000002708,2024-04-01,2025-04-18,Core,10480,13307,Active,Downgraded,,
a00000000003564,001000000000402,2024-04-01,2025-05-02,Analytics,8381,8381,Active,Renewed,,
a00000000003565,001000000004350,2024-04-01,2025-06-14,Platform,11116,11116,Active,Renewed,,
a00000000003566,001000000001921,2024-04-01,2025-05-28,Automation,23091,10838,Active,Renewed,,
a00000000003567,001000000000829,2024-04-01,2025-05-26,Core,15796,15796,Active,Renewed,,
a00000000003568,001000000003248,2024-04-01,2025-06-15,Analytics,14738,14738,Active,Renewed,,
a00000000003569,001000000000642,2024-04-01,2025-05-27,Automation,16150,16150,Active,Renewed,,
a00000000003570,001000000000476,2024-04-01,2025-06-25,Automation,16523,16523,Active,Renewed,,
a00000000003571,001000000004600,2024-04-01,2025-06-17,Analytics,10181,10181,Active,Renewed,,
a00000000003572,001000000004617,2024-04-01,2025-04-27,Platform,8114,8114,Active,Renewed,,
a00000000003573,001000000003399,2024-04-01,2025-04-02,Automation,7945,7945,Active,Renewed,,
a00000000003574,001000000002975,2024-04-01,2025-06-21,Automation,15934,15934,Active,Renewed,,
a00000000003575,001000000000386,2024-04-01,2025-04-15,Core,15336,15336,Active,Renewed,,
a00000000003576,001000000000797,2024-04-01,2025-04-10,Core,11884,11884,Active,Renewed,,
a00000000003577,001000000003446,2024-04-01,2025-05-26,Analytics,11140,11140,Active,Renewed,,
a00000000003578,001000000003922,2024-04-01,2025-04-22,Analytics,7967,10277,Active,Downgraded,,
a00000000003579,001000000002660,2024-04-01,2025-05-03,Analytics,8421,8421,Active,Renewed,,
a00000000003580,001000000000987,2024-04-01,2025-04-17,Platform,10526,10526,Active,Renewed,,
a00000000003581,001000000000297,2024-04-01,2025-04-12,Automation,19951,10284,Active,Renewed,,
a00000000003582,001000000004386,2024-04-01,2025-06-25,Platform,11899,11899,Active,Renewed,,
a00000000003583,001000000001224,2024-04-01,2025-04-20,Core,8740,8740,Active,Renewed,,
a00000000003584,001000000000570,2024-04-01,2025-05-26,Platform,13097,13097,Active,Renewed,,
a00000000003585,001000000000689,2024-04-01,2025-05-11,Core,16900,16900,Active,Renewed,,
a00000000003586,001000000002113,2024-04-01,2025-05-01,Core,8910,8910,Active,Renewed,,
a00000000003587,001000000004602,2024-04-01,2025-04-25,Analytics,10662,10662,Active,Renewed,,
a00000000003588,001000000004507,2024-04-01,2025-05-18,Analytics,12865,12865,Active,Renewed,,
a00000000003589,001000000003441,2024-04-01,2025-05-14,Core,16781,16781,Active,Renewed,,
a00000000003590,001000000003160,2024-04-01,2025-05-08,Platform,10158,10158,Active,Renewed,,
a00000000003591,001000000002167,2024-04-01,2025-04-18,Platform,13808,13808,Active,Renewed,,
a00000000003592,001000000000153,2024-04-01,2025-06-12,Automation,11327,14753,Active,Downgraded,,
a00000000003593,001000000002337,2024-04-01,2025-05-15,Core,16069,16069,Active,Renewed,,
a00000000003594,001000000000082,2024-04-01,2025-05-22,Platform,12799,12799,Active,Renewed,,
a00000000003595,001000000003177,2024-04-01,2025-05-30,Analytics,14603,14603,Active,Renewed,,
a00000000003596,001000000001471,2024-04-01,2025-05-05,Core,12294,12294,Active,Renewed,,
a00000000003597,001000000004466,2024-04-01,2025-05-03,Automation,14386,14386,Active,Renewed,,
a00000000003598,001000000002402,2024-04-01,2025-05-18,Analytics,12646,12646,Active,Renewed,,
a00000000003599,001000000001996,2024-04-01,2025-04-03,Platform,14319,14319,Active,Renewed,,
a00000000003600,001000000002151,2024-04-01,2025-04-23,Core,10963,10963,Active,Renewed,,
a00000000003601,001000000000457,2024-04-01,2025-05-02,Automation,13779,13779,Active,Renewed,,
a00000000003602,001000000004630,2024-04-01,2025-04-13,Automation,12482,12482,Active,Renewed,,
a00000000003603,001000000000196,2024-04-01,2025-04-15,Platform,23743,9827,Active,Renewed,,
a00000000003604,001000000002453,2024-04-01,2025-04-12,Automation,12010,12010,Active,Renewed,,
a00000000003605,001000000001405,2024-04-01,2025-06-08,Platform,9729,9729,Active,Renewed,,
a00000000003606,001000000001852,2024-04-01,2025-05-27,Core,14780,14780,Active,Renewed,,
a00000000003607,001000000003253,2024-04-01,2025-06-04,Platform,29355,14857,Active,Renewed,,
a00000000003608,001000000000713,2024-04-01,2025-04-12,Analytics,14385,14385,Active,Renewed,,
a00000000003609,001000000003595,2024-04-01,2025-05-22,Platform,14225,14225,Active,Renewed,,
a00000000003610,001000000002692,2024-04-01,2025-04-29,Platform,24537,10943,Active,Renewed,,
a00000000003611,001000000000296,2024-04-01,2025-05-27,Core,8444,8444,Active,Renewed,,
a00000000003612,001000000000640,2024-04-01,2025-04-17,Core,16551,16551,Active,Renewed,,
a00000000003613,001000000001026,2024-04-01,2025-05-04,Platform,8500,8500,Active,Renewed,,
a00000000003614,001000000001704,2024-04-01,2025-06-17,Core,12442,12442,Active,Renewed,,
a00000000003615,001000000000334,2024-04-01,2025-04-19,Core,12332,12332,Active,Renewed,,
a00000000003616,001000000004068,2024-04-01,2025-06-04,Platform,12224,12224,Active,Renewed,,
a00000000003617,001000000002444,2024-04-01,2025-05-13,Platform,16274,16274,Active,Renewed,,
a00000000003618,001000000002358,2024-04-01,2025-05-13,Platform,13340,13340,Active,Renewed,,
a00000000003619,001000000001486,2024-04-01,2025-05-11,Analytics,11764,11764,Active,Renewed,,
a00000000003620,001000000002320,2024-04-01,2025-05-15,Core,9158,9158,Active,Renewed,,
a00000000003621,001000000001421,2024-04-01,2025-05-10,Core,8514,8514,Active,Renewed,,
a00000000003622,001000000000508,2024-04-01,2025-05-26,Analytics,13254,13254,Active,Renewed,,
a00000000003623,001000000004200,2024-04-01,2025-06-16,Automation,13573,13573,Active,Renewed,,
a00000000003624,001000000001227,2024-04-01,2025-05-17,Platform,14343,14343,Active,Renewed,,
a00000000003625,001000000004857,2024-04-01,2025-05-07,Automation,12589,12589,Active,Renewed,,
a00000000003626,001000000000753,2024-04-01,2025-05-02,Automation,15170,15170,Active,Renewed,,
a00000000003627,001000000004879,2024-04-01,2025-04-19,Analytics,10664,10664,Active,Renewed,,
a00000000003628,001000000000532,2024-04-01,2025-04-07,Automation,8744,8744,Active,Renewed,,
a00000000003629,001000000001226,2024-04-01,2025-06-06,Analytics,10225,10225,Active,Renewed,,
a00000000003630,001000000003247,2024-04-01,2025-04-21,Core,12639,12639,Active,Renewed,,
a00000000003631,001000000001551,2024-04-01,2025-05-01,Automation,16830,16830,Active,Renewed,,
a00000000003632,001000000000534,2024-04-01,2025-05-21,Analytics,12474,12474,Active,Renewed,,
a00000000003633,001000000000328,2024-04-01,2025-04-19,Core,14341,14341,Active,Renewed,,
a00000000003634,001000000003706,2024-04-01,2025-05-31,Automation,17071,17071,Active,Renewed,,
a00000000003635,001000000003749,2024-04-01,2025-04-02,Platform,9797,9797,Active,Renewed,,
a00000000003636,001000000000962,2024-04-01,2025-05-20,Platform,12724,12724,Active,Renewed,,
a00000000003637,001000000004893,2024-04-01,2025-06-07,Core,15770,15770,Active,Renewed,,
a00000000003638,001000000003916,2024-04-01,2025-05-31,Core,12453,12453,Active,Renewed,,
a00000000003639,001000000000525,2024-04-01,2025-06-14,Automation,10373,10373,Active,Renewed,,
a00000000003640,001000000004371,2024-04-01,2025-05-13,Platform,11391,11391,Active,Renewed,,
a00000000003641,001000000000075,2024-04-01,2025-05-01,Platform,15846,15846,Active,Renewed,,
a00000000003642,001000000002571,2024-04-01,2025-04-15,Platform,8811,8811,Active,Renewed,,
a00000000003643,001000000001006,2024-04-01,2025-06-23,Analytics,14464,14464,Active,Renewed,,
a00000000003644,001000000003167,2024-04-01,2025-06-07,Platform,11804,11804,Active,Renewed,,
a00000000003645,001000000002188,2024-04-01,2025-06-08,Analytics,11170,11170,Active,Renewed,,
a00000000003646,001000000000800,2024-04-01,2025-05-06,Automation,10749,10749,Active,Renewed,,
a00000000003647,001000000003554,2024-04-01,2025-06-08,Analytics,16914,16914,Active,Renewed,,
a00000000003648,001000000002516,2024-04-01,2025-06-05,Platform,8396,8396,Active,Renewed,,
a00000000003649,001000000004435,2024-04-01,2025-04-22,Platform,8576,8576,Active,Renewed,,
a00000000003650,001000000003590,2024-04-01,2025-05-03,Core,12530,12530,Active,Renewed,,
a00000000003651,001000000000466,2024-04-01,2025-05-15,Automation,11946,11946,Active,Renewed,,
a00000000003652,001000000002032,2024-04-01,2025-04-16,Analytics,13317,13317,Active,Renewed,,
a00000000003653,001000000000167,2024-04-01,2025-04-11,Analytics,17035,17035,Active,Renewed,,
a00000000003654,001000000002352,2024-04-01,2025-04-06,Analytics,15773,15773,Active,Renewed,,
a00000000003655,001000000002322,2024-04-01,2025-05-20,Core,16878,16878,Active,Renewed,,
a00000000003656,001000000004961,2024-04-01,2025-04-09,Analytics,13680,13680,Active,Renewed,,
a00000000003657,001000000001299,2024-04-01,2025-05-09,Analytics,13170,13170,Active,Renewed,,
a00000000003658,001000000002601,2024-04-01,2025-05-01,Core,8809,8809,Active,Renewed,,
a00000000003659,001000000000326,2024-04-01,2025-04-03,Automation,15896,10330,Active,Renewed,,
a00000000003660,001000000002265,2024-04-01,2025-05-03,Platform,8923,8923,Active,Renewed,,
a00000000003661,001000000004497,2024-04-01,2025-04-24,Core,9807,9807,Active,Renewed,,
a00000000003662,001000000001113,2024-04-01,2025-06-14,Platform,8369,10853,Active,Downgraded,,
a00000000003663,001000000001889,2024-04-01,2025-05-09,Analytics,15589,15589,Active,Renewed,,
a00000000003664,001000000004438,2024-04-01,2025-05-27,Analytics,11013,11013,Active,Renewed,,
a00000000003665,001000000000375,2024-04-01,2025-06-14,Platform,15969,15969,Active,Renewed,,
a00000000003666,001000000000040,2024-04-01,2025-04-10,Core,7514,10967,Active,Downgraded,,
a00000000003667,001000000001465,2024-04-01,2025-06-04,Analytics,10808,10808,Active,Renewed,,
a00000000003668,001000000000320,2024-04-01,2025-06-24,Analytics,8411,8411,Active,Renewed,,
a00000000003669,001000000000223,2024-04-01,2025-05-29,Analytics,13763,13763,Active,Renewed,,
a00000000003670,001000000004339,2024-04-01,2025-06-28,Analytics,16577,16577,Active,Renewed,,
a00000000003671,001000000000910,2024-04-01,2025-06-17,Platform,15503,15503,Active,Renewed,,
a00000000003672,001000000002655,2024-04-01,2025-05-27,Analytics,8883,8883,Active,Renewed,,
a00000000003673,001000000002742,2024-04-01,2025-04-15,Analytics,16061,16061,Active,Renewed,,
a00000000003674,001000000002498,2024-04-01,2025-05-18,Platform,7538,10163,Active,Downgraded,,
a00000000003675,001000000003478,2024-04-01,2025-04-18,Analytics,9997,9997,Active,Renewed,,
a00000000003676,001000000002206,2024-04-01,2025-05-07,Automation,12885,12885,Active,Renewed,,
a00000000003677,001000000003174,2024-04-01,2025-04-12,Platform,15031,15031,Active,Renewed,,
a00000000003678,001000000003033,2024-04-01,2025-04-03,Core,12370,12370,Active,Renewed,,
a00000000003679,001000000003110,2024-04-01,2025-06-27,Core,8112,8112,Active,Renewed,,
a00000000003680,001000000002472,2024-04-01,2025-06-21,Platform,13973,13973,Active,Renewed,,
a00000000003681,001000000003902,2024-04-01,2025-05-21,Automation,21051,11257,Active,Renewed,,
a00000000003682,001000000003033,2024-04-01,2025-04-22,Core,17069,17069,Active,Renewed,,
a00000000003683,001000000000771,2024-04-01,2025-06-13,Core,11122,11122,Active,Renewed,,
a00000000003684,001000000002657,2024-04-01,2025-05-11,Analytics,11140,11140,Active,Renewed,,
a00000000003685,001000000000925,2024-04-01,2025-04-02,Analytics,9383,9383,Active,Renewed,,
a00000000003686,001000000004651,2024-04-01,2025-06-13,Automation,15961,17150,Active,Downgraded,,
a00000000003687,001000000004697,2024-04-01,2025-04-22,Analytics,22074,13580,Active,Renewed,,
a00000000003688,001000000004474,2024-04-01,2025-05-23,Analytics,12532,12532,Active,Renewed,,
a00000000003689,001000000003187,2024-04-01,2025-05-31,Core,9402,9402,Active,Renewed,,
a00000000003690,001000000001337,2024-04-01,2025-06-18,Analytics,14646,14646,Active,Renewed,,
a00000000003691,001000000000155,2024-04-01,2025-05-02,Platform,12027,12027,Active,Renewed,,
a00000000003692,001000000000752,2024-04-01,2025-06-26,Core,13958,16455,Active,Downgraded,,
a00000000003693,001000000002976,2024-04-01,2025-05-27,Analytics,11413,11413,Active,Renewed,,
a00000000003694,001000000000045,2024-04-01,2025-04-20,Platform,10914,12353,Active,Downgraded,,
a00000000003695,001000000001260,2024-04-01,2025-06-08,Core,12759,12759,Active,Renewed,,
a00000000003696,001000000003744,2024-04-01,2025-04-19,Core,14227,14227,Active,Renewed,,
a00000000003697,001000000001966,2024-04-01,2025-04-09,Analytics,9621,9621,Active,Renewed,,
a00000000003698,001000000002592,2024-04-01,2025-04-27,Automation,13030,13030,Active,Renewed,,
a00000000003699,001000000001523,2024-04-01,2025-05-05,Analytics,13876,13876,Active,Renewed,,
a00000000003700,001000000000652,2024-04-01,2025-04-13,Core,15183,15183,Active,Renewed,,
a00000000003701,001000000000675,2024-04-01,2025-06-26,Automation,9249,9249,Active,Renewed,,
a00000000003702,001000000004116,2024-04-01,2025-04-05,Analytics,13616,13616,Active,Renewed,,
a00000000003703,001000000000664,2024-04-01,2025-06-30,Core,9269,9269,Active,Renewed,,
a00000000003704,001000000000245,2024-04-01,2025-05-01,Platform,10968,10968,Active,Renewed,,
a00000000003705,001000000004952,2024-04-01,2025-04-03,Core,9374,9374,Active,Renewed,,
a00000000003706,001000000004575,2024-04-01,2025-06-01,Analytics,16336,16336,Active,Renewed,,
a00000000003707,001000000001106,2024-04-01,2025-05-15,Platform,15823,15823,Active,Renewed,,
a00000000003708,001000000002878,2024-04-01,2025-04-08,Automation,10478,11888,Active,Downgraded,,
a00000000003709,001000000004725,2024-04-01,2025-05-16,Platform,9012,9012,Active,Renewed,,
a00000000003710,001000000000534,2024-04-01,2025-05-14,Automation,13537,13537,Active,Renewed,,
a00000000003711,001000000004874,2024-04-01,2025-06-04,Analytics,10530,10530,Active,Renewed,,
a00000000003712,001000000000543,2024-04-01,2025-04-27,Analytics,14768,14768,Active,Renewed,,
a00000000003713,001000000000433,2024-04-01,2025-06-27,Platform,12800,12800,Active,Renewed,,
a00000000003714,001000000004150,2024-04-01,2025-04-06,Analytics,10695,10695,Active,Renewed,,
a00000000003715,001000000004972,2024-04-01,2025-04-26,Automation,7813,7813,Active,Renewed,,
a00000000003716,001000000001756,2024-04-01,2025-04-14,Automation,10306,10306,Active,Renewed,,
a00000000003717,001000000001108,2024-04-01,2025-04-14,Analytics,9929,11811,Active,Downgraded,,
a00000000003718,001000000003948,2024-04-01,2025-06-13,Automation,12031,12031,Active,Renewed,,
a00000000003719,001000000004909,2024-04-01,2025-06-25,Analytics,19453,11118,Active,Renewed,,
a00000000003720,001000000002559,2024-04-01,2025-04-26,Core,7819,7819,Active,Renewed,,
a00000000003721,001000000004448,2024-04-01,2025-05-29,Analytics,13092,13092,Active,Renewed,,
a00000000003722,001000000003398,2024-04-01,2025-04-21,Platform,10309,10309,Active,Renewed,,
a00000000003723,001000000000637,2024-04-01,2025-05-29,Analytics,13890,13890,Active,Renewed,,
a00000000003724,001000000000597,2024-04-01,2025-04-20,Automation,12043,12043,Active,Renewed,,
a00000000003725,001000000001575,2024-04-01,2025-05-29,Platform,12994,12994,Active,Renewed,,
a00000000003726,001000000004659,2024-04-01,2025-06-18,Core,14624,14624,Active,Renewed,,
a00000000003727,001000000000459,2024-04-01,2025-06-21,Core,15048,15048,Active,Renewed,,
a00000000003728,001000000000205,2024-04-01,2025-06-27,Automation,11943,11943,Active,Renewed,,
a00000000003729,001000000000398,2024-04-01,2025-06-14,Core,11853,11853,Active,Renewed,,
a00000000003730,001000000001434,2024-04-01,2025-04-22,Automation,12048,12048,Active,Renewed,,
a00000000003731,001000000001859,2024-04-01,2025-06-25,Core,14710,14710,Active,Renewed,,
a00000000003732,001000000004018,2024-04-01,2025-04-02,Platform,14690,14690,Active,Renewed,,
a00000000003733,001000000001410,2024-04-01,2025-04-09,Analytics,10572,10572,Active,Renewed,,
a00000000003734,001000000003937,2024-04-01,2025-06-04,Core,15723,15723,Active,Renewed,,
a00000000003735,001000000002854,2024-04-01,2025-06-23,Core,16154,16154,Active,Renewed,,
a00000000003736,001000000000219,2024-04-01,2025-04-25,Platform,8008,8008,Active,Renewed,,
a00000000003737,001000000000860,2024-04-01,2025-05-07,Platform,13149,13149,Active,Renewed,,
a00000000003738,001000000001456,2024-04-01,2025-06-18,Analytics,13470,13470,Active,Renewed,,
a00000000003739,001000000000250,2024-04-01,2025-04-10,Platform,17172,17172,Active,Renewed,,
a00000000003740,001000000002687,2024-04-01,2025-04-22,Platform,9712,9712,Active,Renewed,,
a00000000003741,001000000004170,2024-04-01,2025-05-10,Analytics,15703,10592,Active,Renewed,,
a00000000003742,001000000001469,2024-04-01,2025-06-17,Analytics,10762,10762,Active,Renewed,,
a00000000003743,001000000003555,2024-04-01,2025-04-12,Core,10694,10694,Active,Renewed,,
a00000000003744,001000000001617,2024-04-01,2025-05-26,Core,10172,10172,Active,Renewed,,
a00000000003745,001000000000816,2024-04-01,2025-06-12,Analytics,13586,13586,Active,Renewed,,
a00000000003746,001000000000587,2024-04-01,2025-06-01,Analytics,14125,14125,Active,Renewed,,
a00000000003747,001000000003238,2024-04-01,2025-05-01,Platform,9078,9078,Active,Renewed,,
a00000000003748,001000000000660,2024-04-01,2025-06-17,Analytics,17154,17154,Active,Renewed,,
a00000000003749,001000000003392,2024-04-01,2025-05-22,Automation,13551,13551,Active,Renewed,,
a00000000003750,001000000001818,2024-04-01,2025-04-30,Platform,12925,12925,Active,Renewed,,
a00000000003751,001000000002186,2024-04-01,2025-06-08,Core,16195,16195,Active,Renewed,,
a00000000003752,001000000004053,2024-04-01,2025-06-11,Analytics,7811,7811,Active,Renewed,,
a00000000003753,001000000004483,2024-04-01,2025-05-03,Platform,10795,10795,Active,Renewed,,
a00000000003754,001000000000856,2024-04-01,2025-04-01,Core,14341,15760,Active,Downgraded,,
a00000000003755,001000000000450,2024-04-01,2025-06-13,Analytics,8688,8688,Active,Renewed,,
a00000000003756,001000000003223,2024-04-01,2025-04-19,Automation,16271,16271,Active,Renewed,,
a00000000003757,001000000000534,2024-04-01,2025-06-20,Analytics,13761,13761,Active,Renewed,,
a00000000003758,001000000002560,2024-04-01,2025-06-03,Analytics,16173,16173,Active,Renewed,,
a00000000003759,001000000000092,2024-04-01,2025-06-11,Platform,8612,8612,Active,Renewed,,
a00000000003760,001000000000396,2024-04-01,2025-04-03,Platform,8450,8450,Active,Renewed,,
a00000000003761,001000000003494,2024-04-01,2025-06-17,Analytics,16749,16749,Active,Renewed,,
a00000000003762,001000000004643,2024-04-01,2025-06-22,Analytics,11518,11518,Active,Renewed,,
a00000000003763,001000000004373,2024-04-01,2025-05-26,Automation,7774,7774,Active,Renewed,,
a00000000003764,001000000004784,2024-04-01,2025-04-28,Automation,8655,8655,Active,Renewed,,
a00000000003765,001000000001330,2024-04-01,2025-05-30,Platform,15648,15648,Active,Renewed,,
a00000000003766,001000000004303,2024-04-01,2025-06-21,Analytics,7635,9720,Active,Downgraded,,
a00000000003767,001000000002214,2024-04-01,2025-06-29,Core,9928,9928,Active,Renewed,,
a00000000003768,001000000001924,2024-04-01,2025-05-24,Core,8094,8094,Active,Renewed,,
a00000000003769,001000000000707,2024-04-01,2025-04-12,Platform,14309,14309,Active,Renewed,,
a00000000003770,001000000003790,2024-04-01,2025-06-02,Core,10150,10150,Active,Renewed,,
a00000000003771,001000000001865,2024-04-01,2025-04-15,Analytics,12698,12698,Active,Renewed,,
a00000000003772,001000000003016,2024-04-01,2025-06-27,Core,14042,14042,Active,Renewed,,
a00000000003773,001000000002677,2024-04-01,2025-04-02,Platform,13727,13727,Active,Renewed,,
a00000000003774,001000000000637,2024-04-01,2025-06-20,Automation,9794,9794,Active,Renewed,,
a00000000003775,001000000003854,2024-04-01,2025-04-29,Automation,16666,16666,Active,Renewed,,
a00000000003776,001000000004742,2024-04-01,2025-06-26,Platform,8318,8318,Active,Renewed,,
a00000000003777,001000000004378,2024-04-01,2025-05-07,Platform,10795,10795,Active,Renewed,,
a00000000003778,001000000000027,2024-04-01,2025-05-19,Platform,12819,12819,Active,Renewed,,
a00000000003779,001000000003326,2024-04-01,2025-04-19,Automation,15964,15964,Active,Renewed,,
a00000000003780,001000000004294,2024-04-01,2025-06-22,Core,8626,10252,Active,Downgraded,,
a00000000003781,001000000003980,2024-04-01,2025-05-14,Core,10094,10094,Active,Renewed,,
a00000000003782,001000000003304,2024-04-01,2025-06-26,Analytics,6957,7957,Active,Downgraded,,
a00000000003783,001000000002968,2024-04-01,2025-05-27,Platform,15205,15205,Active,Renewed,,
a00000000003784,001000000004254,2024-04-01,2025-05-27,Analytics,12417,12417,Active,Renewed,,
a00000000003785,001000000001138,2024-04-01,2025-05-29,Analytics,15542,15542,Active,Renewed,,
a00000000003786,001000000002342,2024-04-01,2025-04-11,Analytics,13490,13490,Active,Renewed,,
a00000000003787,001000000004664,2024-04-01,2025-06-24,Platform,24958,13291,Active,Renewed,,
a00000000003788,001000000004326,2024-04-01,2025-06-09,Analytics,14051,14051,Active,Renewed,,
a00000000003789,001000000003739,2024-04-01,2025-04-16,Automation,7861,7861,Active,Renewed,,
a00000000003790,001000000003676,2024-04-01,2025-06-20,Core,13009,14713,Active,Downgraded,,
a00000000003791,001000000001349,2024-04-01,2025-06-17,Platform,9514,9514,Active,Renewed,,
a00000000003792,001000000000702,2024-04-01,2025-04-14,Analytics,14152,14152,Active,Renewed,,
a00000000003793,001000000003511,2024-04-01,2025-05-22,Platform,16393,16393,Active,Renewed,,
a00000000003794,001000000002908,2024-04-01,2025-06-12,Analytics,15436,10414,Active,Renewed,,
a00000000003795,001000000004081,2024-04-01,2025-04-24,Automation,8637,8637,Active,Renewed,,
a00000000003796,001000000002931,2024-04-01,2025-06-08,Core,10471,10471,Active,Renewed,,
a00000000003797,001000000001090,2024-04-01,2025-06-17,Analytics,13786,13786,Active,Renewed,,
a00000000003798,001000000001458,2024-04-01,2025-05-11,Core,11114,11114,Active,Renewed,,
a00000000003799,001000000001483,2024-04-01,2025-06-27,Automation,12368,12368,Active,Renewed,,
a00000000003800,001000000001481,2024-04-01,2025-06-13,Platform,15091,15091,Active,Renewed,,
a00000000003801,001000000002154,2024-04-01,2025-04-16,Platform,7963,7963,Active,Renewed,,
a00000000003802,001000000001252,2024-04-01,2025-04-29,Automation,17062,17062,Active,Renewed,,
a00000000003803,001000000000716,2024-04-01,2025-04-10,Analytics,11664,11664,Active,Renewed,,
a00000000003804,001000000003805,2024-04-01,2025-06-17,Analytics,10462,10462,Active,Renewed,,
a00000000003805,001000000002241,2024-04-01,2025-05-25,Core,10999,10999,Active,Renewed,,
a00000000003806,001000000004102,2024-04-01,2025-06-09,Platform,16835,16835,Active,Renewed,,
a00000000003807,001000000004141,2024-04-01,2025-04-27,Core,7977,7977,Active,Renewed,,
a00000000003808,001000000000230,2024-04-01,2025-05-28,Analytics,16277,16277,Active,Renewed,,
a00000000003809,001000000000465,2024-04-01,2025-04-30,Analytics,9201,9201,Active,Renewed,,
a00000000003810,001000000004442,2024-04-01,2025-05-23,Core,8537,8537,Active,Renewed,,
a00000000003811,001000000001823,2024-04-01,2025-05-12,Platform,16440,16440,Active,Renewed,,
a00000000003812,001000000003152,2024-04-01,2025-05-30,Automation,13766,13766,Active,Renewed,,
a00000000003813,001000000002393,2024-04-01,2025-06-08,Automation,11560,11560,Active,Renewed,,
a00000000003814,001000000004433,2024-04-01,2025-04-15,Analytics,15466,15466,Active,Renewed,,
a00000000003815,001000000003571,2024-04-01,2025-04-02,Automation,13727,13727,Active,Renewed,,
a00000000003816,001000000003183,2024-04-01,2025-04-29,Analytics,10475,10475,Active,Renewed,,
a00000000003817,001000000002089,2024-04-01,2025-04-29,Automation,13887,13887,Active,Renewed,,
a00000000003818,001000000000898,2024-04-01,2025-06-10,Analytics,14276,10497,Active,Renewed,,
a00000000003819,001000000000424,2024-04-01,2025-05-11,Automation,21015,8348,Active,Renewed,,
a00000000003820,001000000002036,2024-04-01,2025-04-10,Core,23460,15186,Active,Renewed,,
a00000000003821,001000000004575,2024-04-01,2025-04-18,Analytics,15252,15252,Active,Renewed,,
a00000000003822,001000000000651,2024-04-01,2025-05-21,Platform,19779,9732,Active,Renewed,,
a00000000003823,001000000004112,2024-04-01,2025-04-04,Core,11240,11240,Active,Renewed,,
a00000000003824,001000000001839,2024-04-01,2025-05-18,Core,13953,13953,Active,Renewed,,
a00000000003825,001000000000829,2024-04-01,2025-06-23,Automation,13185,13185,Active,Renewed,,
a00000000003826,001000000003237,2024-04-01,2025-05-27,Core,9192,9192,Active,Renewed,,
a00000000003827,001000000002923,2024-04-01,2025-06-26,Core,8535,8535,Active,Renewed,,
a00000000003828,001000000002267,2024-04-01,2025-06-04,Platform,11387,11387,Active,Renewed,,
a00000000003829,001000000001764,2024-04-01,2025-05-02,Core,11744,11744,Active,Renewed,,
a00000000003830,001000000000217,2024-04-01,2025-04-03,Platform,16997,16997,Active,Renewed,,
a00000000003831,001000000000298,2024-04-01,2025-06-23,Platform,9244,9244,Active,Renewed,,
a00000000003832,001000000002054,2024-04-01,2025-06-17,Analytics,17188,17188,Active,Renewed,,
a00000000003833,001000000004384,2024-04-01,2025-06-11,Core,16942,16942,Active,Renewed,,
a00000000003834,001000000002754,2024-04-01,2025-06-21,Analytics,9529,9529,Active,Renewed,,
a00000000003835,001000000000175,2024-04-01,2025-05-02,Automation,17001,17001,Active,Renewed,,
a00000000003836,001000000002370,2024-04-01,2025-06-27,Analytics,12737,12737,Active,Renewed,,
a00000000003837,001000000000369,2024-04-01,2025-06-26,Core,28831,16507,Active,Renewed,,
