Id,AccountId,WhatId,ActivityDate,CreatedDate,Type,Subject,Status,Owner_Role__c,Is_Executive_Touch__c,Is_CSM_Touch__c,Days_Before_Renewal__c
00T000000042190,001000000002524,,2025-02-01,2025-01-27,Meeting,Renewal planning,Completed,CSM,false,false,119
00T000000042191,001000000004002,,2024-11-06,2024-11-03,Email,Renewal planning,Completed,Support,false,false,320
00T000000042192,001000000004180,,2024-12-29,2024-12-25,Email,Renewal planning,Completed,Support,false,false,139
00T000000042193,001000000003725,,2024-12-29,2024-12-24,Call,Support check-in,Completed,AE,false,false,449
00T000000042194,001000000002900,,2025-08-22,2025-08-19,Email,Customer follow-up,Completed,CSM,false,true,209
00T000000042195,001000000000672,,2024-02-04,2024-02-04,Renewal Review,Support check-in,Completed,SDR,false,false,742
00T000000042196,001000000002626,,2024-11-17,2024-11-17,Renewal Review,Support check-in,Completed,Support,false,false,267
00T000000042197,001000000002655,,2025-02-20,2025-02-15,Email,Customer follow-up,Completed,CSM,false,false,298
00T000000042198,001000000000756,,2024-11-03,2024-10-30,Renewal Review,Product adoption review,Completed,Support,false,false,240
00T000000042199,001000000004150,,2025-07-30,2025-07-30,QBR,Product adoption review,Completed,Support,true,false,190
00T000000042200,001000000000035,,2024-07-23,2024-07-23,Renewal Review,Support check-in,Completed,CSM,true,false,378
00T000000042201,001000000001001,,2024-09-04,2024-09-01,QBR,Product adoption review,Completed,AE,false,false,470
00T000000042202,001000000003385,,2025-01-22,2025-01-17,Renewal Review,Support check-in,Completed,AE,false,false,412
00T000000042203,001000000002558,,2024-11-27,2024-11-26,Call,Renewal planning,Open,SDR,false,false,468
00T000000042204,001000000000927,,2024-05-21,2024-05-18,Meeting,Customer follow-up,Completed,SDR,false,false,351
00T000000042205,001000000004770,,2024-07-22,2024-07-20,QBR,Renewal planning,Completed,CSM,false,true,593
00T000000042206,001000000003180,,2025-05-25,2025-05-23,Renewal Review,Customer follow-up,Completed,Support,false,false,302
00T000000042207,001000000002744,,2024-06-12,2024-06-09,Email,Support check-in,Completed,AE,false,false,629
00T000000042208,001000000004455,,2024-12-26,2024-12-21,Renewal Review,Renewal planning,Completed,CSM,false,true,323
00T000000042209,001000000003318,,2025-01-16,2025-01-14,Renewal Review,Customer follow-up,Completed,CSM,false,true,225
00T000000042210,001000000000161,,2025-09-23,2025-09-20,Call,Renewal planning,Completed,AE,true,false,-151
00T000000042211,001000000004319,,2025-07-19,2025-07-16,QBR,Renewal planning,Completed,CSM,false,true,178
00T000000042212,001000000000669,,2024-07-09,2024-07-05,Meeting,Product adoption review,Completed,AE,false,false,285
00T000000042213,001000000002964,,2025-08-29,2025-08-24,Meeting,Product adoption review,Completed,Support,false,false,-8
00T000000042214,001000000001963,,2024-07-27,2024-07-25,Meeting,Product adoption review,Completed,SDR,false,false,327
00T000000042215,001000000004849,,2025-09-12,2025-09-07,Meeting,Customer follow-up,Completed,CSM,false,true,13
00T000000042216,001000000004551,,2024-01-08,2024-01-04,Meeting,Customer follow-up,Completed,CSM,false,true,549
00T000000042217,001000000000316,,2024-04-11,2024-04-08,QBR,Support check-in,Open,CSM,false,true,494
00T000000042218,001000000004795,,2024-06-16,2024-06-14,QBR,Product adoption review,Completed,AE,false,false,599
00T000000042219,001000000002104,,2024-10-13,2024-10-13,QBR,Product adoption review,Completed,SDR,false,false,364
00T000000042220,001000000000321,,2024-11-22,2024-11-19,Call,Renewal planning,Completed,SDR,false,false,466
00T000000042221,001000000000819,,2025-01-30,2025-01-28,QBR,Renewal planning,Open,AE,true,false,101
00T000000042222,001000000001961,,2024-08-23,2024-08-22,Call,Product adoption review,Completed,SDR,false,false,435
00T000000042223,001000000000245,,2025-07-03,2025-07-02,Meeting,Product adoption review,Completed,Support,false,false,-20
00T000000042224,001000000001020,,2024-03-06,2024-03-02,Meeting,Support check-in,Open,AE,false,false,654
00T000000042225,001000000001066,,2025-05-21,2025-05-19,Call,Product adoption review,Completed,CSM,false,true,263
00T000000042226,001000000001036,,2024-11-21,2024-11-21,Meeting,Product adoption review,Open,SDR,false,false,493
00T000000042227,001000000003040,,2024-09-30,2024-09-30,Email,Renewal planning,Completed,SDR,false,false,207
00T000000042228,001000000003250,,2025-07-02,2025-06-30,Email,Product adoption review,Completed,SDR,false,false,198
00T000000042229,001000000002433,,2024-06-06,2024-06-04,Call,Customer follow-up,Completed,CSM,false,true,533
00T000000042230,001000000003564,,2024-07-09,2024-07-06,Renewal Review,Renewal planning,Completed,AE,false,false,435
00T000000042231,001000000004187,,2024-06-01,2024-05-30,Email,Product adoption review,Completed,SDR,false,false,614
00T000000042232,001000000003433,,2024-10-22,2024-10-18,QBR,Product adoption review,Completed,AE,false,false,344
00T000000042233,001000000002882,,2025-08-12,2025-08-09,Call,Product adoption review,Completed,CSM,false,false,196
00T000000042234,001000000003585,,2024-02-24,2024-02-23,Renewal Review,Customer follow-up,Completed,SDR,false,false,588
00T000000042235,001000000000286,,2024-09-11,2024-09-11,Renewal Review,Renewal planning,Completed,AE,true,false,348
00T000000042236,001000000002377,,2025-01-03,2024-12-29,QBR,Customer follow-up,Completed,SDR,false,false,355
00T000000042237,001000000000274,,2025-03-23,2025-03-18,QBR,Renewal planning,Open,Support,false,false,165
00T000000042238,001000000003737,,2024-12-27,2024-12-22,QBR,Product adoption review,Completed,SDR,false,false,440
00T000000042239,001000000004479,,2025-04-05,2025-04-03,Meeting,Product adoption review,Completed,CSM,false,true,139
00T000000042240,001000000003751,,2024-03-26,2024-03-21,Meeting,Renewal planning,Open,AE,false,false,497
00T000000042241,001000000004586,,2025-05-30,2025-05-28,Call,Customer follow-up,Completed,SDR,false,false,212
00T000000042242,001000000003632,,2024-05-07,2024-05-07,Meeting,Support check-in,Completed,Support,false,false,334
00T000000042243,001000000002039,,2024-10-28,2024-10-25,Meeting,Support check-in,Completed,SDR,false,false,395
00T000000042244,001000000003157,,2024-05-18,2024-05-18,Email,Customer follow-up,Completed,SDR,false,false,478
00T000000042245,001000000003347,,2024-03-15,2024-03-10,QBR,Product adoption review,Open,CSM,false,true,634
00T000000042246,001000000003456,,2025-03-13,2025-03-12,Call,Product adoption review,Completed,AE,false,false,75
00T000000042247,001000000003178,,2025-03-10,2025-03-08,Email,Product adoption review,Completed,AE,false,false,179
00T000000042248,001000000000903,,2024-04-23,2024-04-18,QBR,Product adoption review,Completed,SDR,false,false,523
00T000000042249,001000000000069,,2024-11-27,2024-11-23,Renewal Review,Product adoption review,Completed,Support,false,false,370
00T000000042250,001000000003622,,2025-08-31,2025-08-29,QBR,Product adoption review,Completed,AE,false,false,89
00T000000042251,001000000002293,,2024-01-24,2024-01-20,Renewal Review,Support check-in,Completed,AE,false,false,544
00T000000042252,001000000001014,,2024-08-06,2024-08-03,QBR,Product adoption review,Completed,CSM,false,true,247
00T000000042253,001000000001983,,2025-03-12,2025-03-07,QBR,Product adoption review,Completed,Support,false,false,331
00T000000042254,001000000001314,,2024-08-20,2024-08-15,QBR,Product adoption review,Completed,AE,false,false,441
00T000000042255,001000000003818,,2025-03-18,2025-03-14,Meeting,Product adoption review,Completed,SDR,false,false,65
00T000000042256,001000000003727,,2024-08-21,2024-08-21,Renewal Review,Customer follow-up,Completed,SDR,false,false,466
00T000000042257,001000000003667,,2024-09-28,2024-09-23,Call,Product adoption review,Open,CSM,false,true,345
00T000000042258,001000000003112,,2025-04-25,2025-04-25,Meeting,Renewal planning,Completed,AE,false,false,87
00T000000042259,001000000001623,,2025-09-04,2025-08-30,QBR,Support check-in,Completed,CSM,false,true,57
00T000000042260,001000000001026,,2024-12-01,2024-11-29,QBR,Support check-in,Completed,Support,false,false,393
00T000000042261,001000000001148,,2025-05-02,2025-04-30,Call,Support check-in,Completed,SDR,false,false,146
00T000000042262,001000000001064,,2025-01-25,2025-01-20,Email,Product adoption review,Completed,CSM,false,true,242
00T000000042263,001000000002515,,2025-02-01,2025-01-30,Call,Product adoption review,Completed,Support,true,false,218
00T000000042264,001000000001840,,2024-02-24,2024-02-22,Renewal Review,Product adoption review,Completed,CSM,false,false,551
00T000000042265,001000000003556,,2024-11-06,2024-11-06,QBR,Support check-in,Completed,Support,false,false,215
00T000000042266,001000000000046,,2025-03-25,2025-03-20,Meeting,Support check-in,Completed,SDR,false,false,350
00T000000042267,001000000003338,,2025-03-07,2025-03-06,Meeting,Support check-in,Completed,AE,false,false,302
00T000000042268,001000000004542,,2024-11-28,2024-11-23,Call,Customer follow-up,Completed,AE,false,false,264
00T000000042269,001000000000762,,2024-09-18,2024-09-17,Email,Renewal planning,Completed,SDR,false,false,459
00T000000042270,001000000003055,,2024-07-10,2024-07-08,Meeting,Renewal planning,Completed,AE,false,false,490
00T000000042271,001000000004472,,2025-01-11,2025-01-10,Call,Renewal planning,Completed,CSM,false,true,386
00T000000042272,001000000004963,,2024-10-25,2024-10-25,Call,Renewal planning,Completed,AE,false,false,467
00T000000042273,001000000004909,,2025-02-15,2025-02-14,QBR,Customer follow-up,Completed,AE,false,false,296
00T000000042274,001000000002119,,2024-02-12,2024-02-08,Meeting,Customer follow-up,Completed,AE,true,false,688
00T000000042275,001000000002232,,2025-03-18,2025-03-13,Call,Renewal planning,Completed,SDR,false,false,327
00T000000042276,001000000003949,,2025-08-07,2025-08-02,Email,Customer follow-up,Open,Support,false,false,124
00T000000042277,001000000002102,,2025-04-02,2025-03-31,Renewal Review,Customer follow-up,Completed,AE,false,false,60
00T000000042278,001000000000210,,2024-01-22,2024-01-19,QBR,Renewal planning,Completed,Support,false,false,751
00T000000042279,001000000001448,,2024-09-08,2024-09-06,QBR,Customer follow-up,Completed,CSM,false,true,260
00T000000042280,001000000002009,,2025-03-21,2025-03-20,QBR,Customer follow-up,Completed,AE,false,false,220
00T000000042281,001000000002288,,2025-02-20,2025-02-17,Renewal Review,Renewal planning,Completed,Support,false,false,111
00T000000042282,001000000004930,,2025-04-25,2025-04-20,Renewal Review,Customer follow-up,Completed,SDR,false,false,204
00T000000042283,001000000002639,,2025-01-02,2025-01-02,QBR,Customer follow-up,Completed,AE,false,false,263
00T000000042284,001000000002956,,2025-03-15,2025-03-14,Renewal Review,Customer follow-up,Completed,AE,true,false,279
00T000000042285,001000000004411,,2025-03-18,2025-03-15,Email,Renewal planning,Completed,AE,false,false,320
00T000000042286,001000000002360,,2025-06-17,2025-06-15,Call,Product adoption review,Completed,CSM,false,true,192
00T000000042287,001000000002010,,2024-11-24,2024-11-20,Call,Product adoption review,Completed,AE,false,false,291
00T000000042288,001000000000473,,2024-07-18,2024-07-15,Meeting,Product adoption review,Completed,CSM,false,true,468
00T000000042289,001000000000592,,2025-04-08,2025-04-06,Email,Customer follow-up,Completed,AE,false,false,249
00T000000042290,001000000002763,,2024-08-25,2024-08-20,Meeting,Support check-in,Completed,Support,false,false,537
00T000000042291,001000000004669,,2025-04-11,2025-04-09,QBR,Customer follow-up,Completed,AE,false,false,256
00T000000042292,001000000001009,,2025-04-09,2025-04-06,Renewal Review,Product adoption review,Open,Support,false,false,344
00T000000042293,001000000004202,,2024-11-06,2024-11-06,Renewal Review,Support check-in,Completed,Support,false,false,211
00T000000042294,001000000002992,,2025-06-29,2025-06-28,Email,Customer follow-up,Completed,AE,false,false,191
00T000000042295,001000000001664,,2025-03-18,2025-03-16,Meeting,Support check-in,Completed,CSM,false,true,212
00T000000042296,001000000003075,,2024-07-06,2024-07-01,QBR,Product adoption review,Completed,CSM,false,true,410
00T000000042297,001000000000124,,2025-04-15,2025-04-13,QBR,Product adoption review,Completed,Support,false,false,310
00T000000042298,001000000002586,,2025-03-22,2025-03-21,QBR,Customer follow-up,Completed,SDR,false,false,245
00T000000042299,001000000003044,,2025-02-24,2025-02-22,Renewal Review,Customer follow-up,Completed,SDR,false,false,161
00T000000042300,001000000000947,,2025-02-28,2025-02-26,Renewal Review,Renewal planning,Completed,AE,false,false,112
00T000000042301,001000000003141,,2025-04-05,2025-04-04,Email,Customer follow-up,Completed,Support,false,false,338
00T000000042302,001000000001925,,2024-01-02,2024-01-02,QBR,Customer follow-up,Completed,AE,false,false,655
00T000000042303,001000000003753,,2024-03-22,2024-03-21,Email,Support check-in,Completed,CSM,false,true,399
00T000000042304,001000000001111,,2025-07-01,2025-07-01,Meeting,Product adoption review,Completed,CSM,false,true,2
00T000000042305,001000000003132,,2025-03-04,2025-02-27,Email,Customer follow-up,Open,Support,false,false,173
00T000000042306,001000000004015,,2024-12-02,2024-11-30,Email,Support check-in,Completed,CSM,false,true,320
00T000000042307,001000000000836,,2024-10-23,2024-10-20,Meeting,Renewal planning,Completed,SDR,false,false,195
00T000000042308,001000000001834,,2025-07-29,2025-07-28,Renewal Review,Product adoption review,Completed,AE,false,false,99
00T000000042309,001000000000860,,2024-03-01,2024-03-01,Meeting,Customer follow-up,Completed,CSM,false,false,470
00T000000042310,001000000001799,,2024-06-20,2024-06-17,Renewal Review,Support check-in,Completed,SDR,false,false,319
00T000000042311,001000000004830,,2025-09-28,2025-09-24,Renewal Review,Customer follow-up,Completed,CSM,false,true,-102
00T000000042312,001000000004021,,2024-05-10,2024-05-06,QBR,Renewal planning,Completed,Support,false,false,627
00T000000042313,001000000000906,,2025-06-05,2025-06-02,Call,Renewal planning,Open,Support,false,false,145
00T000000042314,001000000003874,,2025-03-17,2025-03-15,Meeting,Support check-in,Completed,Support,false,false,166
00T000000042315,001000000001756,,2025-08-12,2025-08-09,Email,Support check-in,Completed,CSM,false,false,-95
00T000000042316,001000000001144,,2025-04-09,2025-04-06,Email,Renewal planning,Completed,AE,false,false,274
00T000000042317,001000000004888,,2025-06-29,2025-06-25,QBR,Customer follow-up,Completed,AE,false,false,71
00T000000042318,001000000002275,,2025-02-26,2025-02-25,Call,Support check-in,Completed,Support,false,false,383
00T000000042319,001000000001327,,2025-02-11,2025-02-11,Meeting,Support check-in,Open,Support,false,false,76
00T000000042320,001000000002874,,2025-02-22,2025-02-17,Email,Customer follow-up,Completed,Support,true,false,308
00T000000042321,001000000003750,,2025-04-20,2025-04-16,Renewal Review,Support check-in,Completed,Support,false,false,34
00T000000042322,001000000000703,,2025-06-12,2025-06-08,Call,Support check-in,Open,SDR,false,false,44
00T000000042323,001000000002959,,2025-06-21,2025-06-17,Renewal Review,Renewal planning,Completed,SDR,false,false,96
00T000000042324,001000000003505,,2024-11-08,2024-11-03,Email,Renewal planning,Completed,CSM,false,false,424
00T000000042325,001000000000391,,2025-04-22,2025-04-20,Meeting,Product adoption review,Open,SDR,false,false,145
00T000000042326,001000000004612,,2025-09-03,2025-08-31,QBR,Renewal planning,Completed,SDR,false,false,78
00T000000042327,001000000001907,,2024-10-10,2024-10-09,Call,Support check-in,Completed,AE,false,false,392
00T000000042328,001000000003537,,2024-11-13,2024-11-09,QBR,Product adoption review,Completed,Support,false,false,427
00T000000042329,001000000001612,,2024-01-10,2024-01-07,QBR,Customer follow-up,Completed,Support,true,false,566
00T000000042330,001000000003791,,2025-02-14,2025-02-09,Call,Support check-in,Completed,Support,false,false,276
00T000000042331,001000000000235,,2024-07-09,2024-07-06,Meeting,Renewal planning,Completed,CSM,false,true,377
00T000000042332,001000000003987,,2024-10-12,2024-10-09,Meeting,Renewal planning,Completed,AE,true,false,207
00T000000042333,001000000001506,,2025-04-05,2025-04-02,Call,Product adoption review,Completed,SDR,false,false,277
00T000000042334,001000000000939,,2024-03-02,2024-02-27,QBR,Renewal planning,Completed,Support,false,false,607
00T000000042335,001000000003512,,2024-03-29,2024-03-27,Call,Support check-in,Completed,Support,false,false,470
00T000000042336,001000000001963,,2024-05-12,2024-05-11,Email,Support check-in,Completed,AE,false,false,403
00T000000042337,001000000002395,,2025-04-27,2025-04-23,Call,Customer follow-up,Completed,AE,false,false,182
00T000000042338,001000000004509,,2025-03-19,2025-03-16,Email,Support check-in,Completed,SDR,true,false,87
00T000000042339,001000000000548,,2025-06-11,2025-06-07,Call,Product adoption review,Completed,Support,false,false,174
00T000000042340,001000000000956,,2025-07-09,2025-07-08,Email,Renewal planning,Open,CSM,false,true,-96
00T000000042341,001000000004737,,2025-06-10,2025-06-07,Meeting,Product adoption review,Completed,AE,false,false,146
00T000000042342,001000000003759,,2025-08-14,2025-08-14,Meeting,Customer follow-up,Open,Support,false,false,116
00T000000042343,001000000003855,,2024-07-06,2024-07-05,QBR,Support check-in,Completed,Support,false,false,442
00T000000042344,001000000003574,,2024-03-24,2024-03-20,Email,Product adoption review,Completed,AE,false,false,492
00T000000042345,001000000002484,,2025-03-11,2025-03-08,Call,Renewal planning,Completed,AE,false,false,348
00T000000042346,001000000001015,,2024-05-03,2024-04-28,Meeting,Renewal planning,Completed,Support,false,false,492
00T000000042347,001000000000729,,2024-04-23,2024-04-23,Email,Support check-in,Open,Support,false,false,380
00T000000042348,001000000002421,,2024-07-25,2024-07-20,Renewal Review,Support check-in,Completed,Support,false,false,312
00T000000042349,001000000001498,,2024-05-15,2024-05-10,QBR,Support check-in,Completed,Support,false,false,467
00T000000042350,001000000002418,,2024-06-28,2024-06-24,QBR,Customer follow-up,Completed,CSM,false,false,375
00T000000042351,001000000001818,,2024-11-18,2024-11-18,Renewal Review,Product adoption review,Open,SDR,false,false,281
00T000000042352,001000000002632,,2025-06-13,2025-06-12,Email,Renewal planning,Completed,AE,false,false,-22
00T000000042353,001000000004296,,2024-03-20,2024-03-16,Renewal Review,Renewal planning,Completed,SDR,false,false,492
00T000000042354,001000000000728,,2024-10-04,2024-09-30,Meeting,Product adoption review,Completed,Support,false,false,260
00T000000042355,001000000004797,,2025-03-18,2025-03-16,Email,Customer follow-up,Completed,AE,false,false,71
00T000000042356,001000000001616,,2024-06-05,2024-05-31,QBR,Renewal planning,Completed,SDR,false,false,310
00T000000042357,001000000001945,,2024-03-05,2024-03-05,Renewal Review,Customer follow-up,Completed,SDR,false,false,492
00T000000042358,001000000003025,,2024-09-27,2024-09-24,Call,Product adoption review,Completed,AE,false,false,466
00T000000042359,001000000001970,,2024-12-21,2024-12-21,Email,Product adoption review,Completed,AE,false,false,413
00T000000042360,001000000000277,,2024-02-18,2024-02-14,Email,Renewal planning,Open,CSM,false,true,642
00T000000042361,001000000004710,,2024-05-14,2024-05-11,Email,Customer follow-up,Completed,Support,false,false,622
00T000000042362,001000000002042,,2024-02-13,2024-02-13,Email,Support check-in,Completed,SDR,false,false,538
00T000000042363,001000000002857,,2025-03-04,2025-02-28,Email,Product adoption review,Completed,CSM,false,true,278
00T000000042364,001000000003102,,2025-01-30,2025-01-27,Email,Renewal planning,Completed,AE,false,false,185
00T000000042365,001000000001078,,2025-04-30,2025-04-29,Renewal Review,Renewal planning,Completed,AE,false,false,56
00T000000042366,001000000003725,,2024-07-12,2024-07-12,Call,Support check-in,Completed,Support,false,false,619
00T000000042367,001000000004313,,2024-11-08,2024-11-05,Email,Renewal planning,Completed,Support,true,false,349
00T000000042368,001000000001980,,2025-09-12,2025-09-10,Email,Support check-in,Completed,AE,false,false,115
00T000000042369,001000000001594,,2024-02-11,2024-02-11,Email,Product adoption review,Completed,SDR,false,false,548
00T000000042370,001000000000839,,2025-08-19,2025-08-15,Renewal Review,Customer follow-up,Completed,AE,false,false,-11
00T000000042371,001000000000460,,2024-06-24,2024-06-21,Renewal Review,Product adoption review,Completed,SDR,false,false,534
00T000000042372,001000000001377,,2024-12-10,2024-12-10,Renewal Review,Renewal planning,Completed,SDR,false,false,282
00T000000042373,001000000001865,,2025-03-14,2025-03-11,Email,Support check-in,Open,CSM,false,true,236
00T000000042374,001000000003053,,2024-12-07,2024-12-03,QBR,Customer follow-up,Completed,AE,false,false,116
00T000000042375,001000000003483,,2025-01-22,2025-01-18,Call,Customer follow-up,Completed,AE,true,false,268
00T000000042376,001000000000072,,2025-05-28,2025-05-25,Meeting,Renewal planning,Completed,Support,false,false,-18
00T000000042377,001000000002878,,2024-10-27,2024-10-26,Meeting,Support check-in,Completed,AE,false,false,516
00T000000042378,001000000002971,,2025-09-28,2025-09-27,Call,Renewal planning,Open,SDR,false,false,60
00T000000042379,001000000003787,,2024-08-09,2024-08-05,Meeting,Product adoption review,Open,CSM,false,true,535
00T000000042380,001000000003499,,2024-05-30,2024-05-29,Email,Customer follow-up,Completed,AE,false,false,547
00T000000042381,001000000002904,,2024-04-09,2024-04-09,Meeting,Customer follow-up,Completed,SDR,false,false,521
00T000000042382,001000000000366,,2025-06-30,2025-06-29,Renewal Review,Support check-in,Completed,Support,false,false,160
00T000000042383,001000000001688,,2024-12-10,2024-12-07,Email,Support check-in,Completed,AE,false,false,300
00T000000042384,001000000002651,,2024-10-23,2024-10-23,QBR,Renewal planning,Completed,CSM,false,true,479
00T000000042385,001000000002472,,2025-08-05,2025-08-04,Meeting,Renewal planning,Completed,Support,false,false,13
00T000000042386,001000000001999,,2025-03-03,2025-02-27,Meeting,Renewal planning,Completed,CSM,false,true,265
00T000000042387,001000000004503,,2025-04-15,2025-04-10,Email,Customer follow-up,Completed,AE,false,false,211
00T000000042388,001000000000044,,2025-08-31,2025-08-31,Email,Customer follow-up,Completed,Support,false,false,176
00T000000042389,001000000000227,,2025-03-13,2025-03-11,Call,Renewal planning,Completed,CSM,false,false,182
00T000000042390,001000000003756,,2025-02-16,2025-02-12,Call,Product adoption review,Completed,AE,false,false,379
00T000000042391,001000000004119,,2024-05-04,2024-04-30,Email,Renewal planning,Completed,CSM,false,true,559
00T000000042392,001000000002929,,2024-11-13,2024-11-12,QBR,Renewal planning,Completed,SDR,false,false,450
00T000000042393,001000000001117,,2024-06-03,2024-05-30,Renewal Review,Customer follow-up,Completed,CSM,false,false,427
00T000000042394,001000000000818,,2024-01-11,2024-01-06,QBR,Product adoption review,Completed,SDR,false,false,710
00T000000042395,001000000002555,,2024-11-18,2024-11-18,Meeting,Renewal planning,Completed,Support,false,false,429
00T000000042396,001000000000410,,2024-08-31,2024-08-30,QBR,Customer follow-up,Completed,CSM,false,true,568
00T000000042397,001000000002897,,2025-03-24,2025-03-21,Email,Product adoption review,Completed,AE,true,false,25
00T000000042398,001000000003330,,2024-10-06,2024-10-04,Email,Customer follow-up,Completed,SDR,false,false,496
00T000000042399,001000000001143,,2024-10-05,2024-10-02,Meeting,Product adoption review,Completed,SDR,false,false,294
00T000000042400,001000000004173,,2025-05-31,2025-05-26,Renewal Review,Support check-in,Open,Support,false,false,277
00T000000042401,001000000004992,,2025-05-08,2025-05-08,Email,Customer follow-up,Completed,CSM,false,true,274
00T000000042402,001000000004846,,2024-06-11,2024-06-07,QBR,Customer follow-up,Completed,Support,false,false,414
00T000000042403,001000000002411,,2025-04-10,2025-04-06,Email,Support check-in,Completed,Support,false,false,175
00T000000042404,001000000004275,,2024-01-29,2024-01-29,Call,Product adoption review,Completed,SDR,false,false,489
00T000000042405,001000000001133,,2025-05-07,2025-05-04,Email,Customer follow-up,Completed,CSM,true,true,8
00T000000042406,001000000003126,,2024-08-05,2024-07-31,Call,Customer follow-up,Completed,Support,false,false,460
00T000000042407,001000000004467,,2024-12-08,2024-12-05,Email,Product adoption review,Completed,Support,false,false,179
00T000000042408,001000000002118,,2024-04-21,2024-04-20,Email,Support check-in,Completed,SDR,true,false,641
00T000000042409,001000000003262,,2025-02-18,2025-02-16,Email,Customer follow-up,Completed,Support,false,false,365
00T000000042410,001000000000412,,2024-10-12,2024-10-12,Email,Customer follow-up,Completed,Support,false,false,501
00T000000042411,001000000001812,,2024-09-02,2024-08-29,Email,Product adoption review,Completed,CSM,false,true,510
00T000000042412,001000000001731,,2024-06-04,2024-05-30,Email,Support check-in,Completed,AE,false,false,579
00T000000042413,001000000002299,,2024-09-23,2024-09-20,QBR,Renewal planning,Completed,SDR,false,false,548
00T000000042414,001000000001964,,2025-05-16,2025-05-12,Call,Customer follow-up,Completed,AE,false,false,84
00T000000042415,001000000003582,,2024-04-05,2024-04-02,Meeting,Renewal planning,Completed,SDR,false,false,402
00T000000042416,001000000001815,,2024-08-28,2024-08-23,Renewal Review,Product adoption review,Completed,SDR,false,false,574
00T000000042417,001000000004597,,2025-03-20,2025-03-16,QBR,Product adoption review,Completed,CSM,false,true,364
00T000000042418,001000000002041,,2025-02-06,2025-02-01,Meeting,Support check-in,Completed,SDR,false,false,182
00T000000042419,001000000000833,,2025-02-14,2025-02-09,Renewal Review,Renewal planning,Completed,Support,false,false,85
00T000000042420,001000000000993,,2024-04-20,2024-04-15,Call,Customer follow-up,Completed,AE,false,false,432
00T000000042421,001000000000982,,2024-07-06,2024-07-04,Renewal Review,Product adoption review,Completed,CSM,false,true,394
00T000000042422,001000000002804,,2025-05-13,2025-05-11,Email,Renewal planning,Completed,CSM,false,false,50
00T000000042423,001000000002428,,2025-07-03,2025-06-29,Meeting,Product adoption review,Completed,CSM,false,true,153
00T000000042424,001000000003366,,2024-07-07,2024-07-06,Email,Product adoption review,Completed,CSM,false,true,590
00T000000042425,001000000003070,,2024-04-09,2024-04-06,Email,Renewal planning,Open,SDR,false,false,681
00T000000042426,001000000001599,,2024-05-16,2024-05-15,Meeting,Support check-in,Completed,SDR,false,false,372
00T000000042427,001000000001257,,2024-06-26,2024-06-24,Call,Product adoption review,Completed,AE,true,false,541
00T000000042428,001000000004707,,2024-05-20,2024-05-20,QBR,Renewal planning,Open,SDR,false,false,398
00T000000042429,001000000003088,,2024-08-24,2024-08-20,Renewal Review,Support check-in,Completed,CSM,false,true,479
00T000000042430,001000000002211,,2024-06-17,2024-06-15,QBR,Product adoption review,Completed,CSM,false,false,584
00T000000042431,001000000003234,,2024-04-21,2024-04-16,QBR,Product adoption review,Completed,Support,true,false,497
00T000000042432,001000000002487,,2025-01-30,2025-01-30,Meeting,Product adoption review,Completed,CSM,false,true,109
00T000000042433,001000000001227,,2024-05-09,2024-05-04,Renewal Review,Product adoption review,Completed,CSM,true,true,502
00T000000042434,001000000001096,,2025-03-13,2025-03-12,Meeting,Product adoption review,Completed,CSM,false,true,371
00T000000042435,001000000004840,,2024-11-23,2024-11-22,Renewal Review,Renewal planning,Completed,Support,false,false,479
00T000000042436,001000000002450,,2025-09-02,2025-09-01,Meeting,Product adoption review,Completed,SDR,false,false,-25
00T000000042437,001000000002009,,2025-01-14,2025-01-10,Renewal Review,Product adoption review,Completed,SDR,false,false,286
00T000000042438,001000000003959,,2025-01-26,2025-01-26,Call,Renewal planning,Completed,SDR,false,false,168
00T000000042439,001000000003901,,2024-08-05,2024-08-03,QBR,Customer follow-up,Completed,CSM,false,true,402
00T000000042440,001000000004241,,2025-07-03,2025-06-28,Call,Renewal planning,Completed,SDR,false,false,226
00T000000042441,001000000004366,,2024-09-13,2024-09-08,Meeting,Product adoption review,Completed,SDR,false,false,214
00T000000042442,001000000000179,,2024-09-07,2024-09-03,Meeting,Support check-in,Open,CSM,false,true,512
00T000000042443,001000000000500,,2024-11-14,2024-11-13,Email,Renewal planning,Completed,SDR,false,false,381
00T000000042444,001000000004003,,2025-05-31,2025-05-30,Email,Renewal planning,Completed,CSM,false,true,106
00T000000042445,001000000001454,,2025-02-15,2025-02-14,Call,Product adoption review,Open,AE,false,false,345
00T000000042446,001000000003471,,2024-05-27,2024-05-22,Email,Customer follow-up,Completed,Support,false,false,560
00T000000042447,001000000004803,,2024-11-11,2024-11-09,Call,Renewal planning,Completed,AE,true,false,420
00T000000042448,001000000000847,,2025-04-22,2025-04-19,Email,Renewal planning,Completed,CSM,false,true,261
00T000000042449,001000000001260,,2024-12-23,2024-12-22,Call,Support check-in,Completed,Support,false,false,325
00T000000042450,001000000004031,,2025-05-21,2025-05-16,Renewal Review,Renewal planning,Completed,CSM,false,true,169
00T000000042451,001000000004881,,2024-12-15,2024-12-14,Call,Customer follow-up,Completed,Support,false,false,449
00T000000042452,001000000002401,,2024-07-31,2024-07-29,Call,Customer follow-up,Completed,AE,false,false,298
